CustomerID,Gender,CityTier,MaritalStatus,NumberOfAddress
51007,Male,1,Married,2
51008,Female,3,Married,2
51009,Male,1,Married,6
51010,Male,1,Married,2
51011,Male,3,Single,2
51012,Male,1,Married,2
51013,Female,1,Married,2
51014,Male,1,Married,3
51015,Female,1,Married,4
51016,Female,1,Married,1
51017,Male,1,Married,2
51018,Female,1,Single,2
51019,Male,3,Married,2
51020,Male,3,Single,8
51021,Female,1,Married,10
51022,Male,1,Married,2
51023,Female,1,Married,2
51024,Male,1,Married,3
51025,Male,1,Married,2
51026,Male,1,Married,2
51027,Female,1,Married,1
51028,Male,1,Single,2
51029,Female,3,Single,2
51030,Female,2,Married,4
51031,Male,1,Married,1
51032,Female,1,Married,2
51033,Female,1,Married,2
51034,Male,1,Married,4
51035,Female,1,Single,1
51036,Female,1,Married,2
51037,Female,1,Married,4
51038,Male,3,Married,10
51039,Female,1,Married,2
51040,Female,1,Single,7
51041,Male,2,Married,5
51042,Male,1,Married,3
51043,Male,3,Married,7
51044,Female,1,Single,2
51045,Female,1,Married,8
51046,Male,1,Single,3
51047,Male,1,Single,4
51048,Male,3,Single,10
51049,Female,1,Married,5
51050,Male,1,Married,2
51051,Male,1,Married,5
51052,Female,1,Married,4
51053,Female,1,Married,6
51054,Female,3,Single,2
51055,Female,1,Married,2
51056,Male,1,Single,3
51057,Female,1,Married,3
51058,Female,1,Married,1
51059,Male,1,Married,7
51060,Female,1,Married,4
51061,Male,1,Married,2
51062,Male,3,Single,4
51063,Male,1,Married,8
51064,Male,3,Married,2
51065,Male,3,Married,2
51066,Male,1,Married,1
51067,Female,3,Married,2
51068,Female,1,Married,5
51069,Female,1,Single,2
51070,Female,3,Married,7
51071,Male,1,Single,5
51072,Male,3,Single,4
51073,Male,3,Single,2
51074,Female,3,Married,2
51075,Male,1,Married,7
51076,Female,2,Married,5
51077,Male,1,Single,2
51078,Female,1,Married,8
51079,Male,1,Married,4
51080,Female,3,Married,3
51081,Male,1,Single,2
51082,Male,1,Single,2
51083,Male,1,Married,6
51084,Male,1,Married,2
51085,Male,1,Married,4
51086,Male,1,Married,2
51087,Male,3,Married,2
51088,Female,1,Married,2
51089,Male,3,Married,2
51090,Female,1,Married,2
51091,Male,1,Single,1
51092,Male,3,Married,2
51093,Male,1,Married,2
51094,Male,3,Single,2
51095,Female,1,Married,10
51096,Female,3,Single,4
51097,Male,1,Married,4
51098,Male,2,Married,2
51099,Male,3,Married,8
51100,Male,1,Married,2
51101,Female,1,Single,2
51102,Male,1,Married,7
51103,Male,1,Married,2
51104,Male,2,Married,7
51105,Female,1,Married,3
51106,Male,1,Married,2
51107,Male,1,Single,7
51108,Male,1,Married,3
51109,Male,1,Married,2
51110,Male,3,Married,8
51111,Male,3,Married,5
51112,Male,3,Married,6
51113,Male,3,Single,7
51114,Female,1,Single,2
51115,Female,1,Single,3
51116,Male,1,Married,2
51117,Male,3,Married,4
51118,Male,3,Single,2
51119,Female,2,Married,5
51120,Female,1,Single,1
51121,Male,2,Married,1
51122,Female,2,Married,7
51123,Male,3,Married,2
51124,Female,1,Single,2
51125,Female,3,Single,2
51126,Male,1,Single,9
51127,Male,3,Married,3
51128,Male,1,Married,1
51129,Female,3,Single,9
51130,Female,3,Single,4
51131,Female,3,Single,3
51132,Female,1,Married,5
51133,Male,3,Married,3
51134,Female,1,Married,2
51135,Male,1,Married,4
51136,Male,1,Single,3
51137,Male,1,Married,4
51138,Male,1,Married,10
51139,Male,1,Married,9
51140,Male,1,Married,9
51141,Male,1,Married,6
51142,Male,1,Married,2
51143,Male,3,Married,2
51144,Female,1,Married,5
51145,Male,2,Single,1
51146,Female,3,Single,6
51147,Male,3,Single,2
51148,Female,1,Married,2
51149,Female,1,Married,2
51150,Female,3,Married,2
51151,Female,1,Married,3
51152,Male,3,Married,2
51153,Male,1,Married,8
51154,Male,1,Married,8
51155,Male,1,Married,2
51156,Male,2,Married,3
51157,Male,3,Single,2
51158,Male,1,Married,7
51159,Male,1,Married,2
51160,Male,1,Single,8
51161,Male,3,Single,9
51162,Female,1,Married,5
51163,Male,1,Married,6
51164,Male,1,Married,3
51165,Male,2,Married,6
51166,Male,1,Married,5
51167,Male,1,Single,2
51168,Male,3,Married,3
51169,Male,1,Single,5
51170,Male,1,Single,4
51171,Female,3,Married,1
51172,Female,1,Single,10
51173,Female,2,Married,1
51174,Female,1,Married,5
51175,Female,1,Married,5
51176,Male,3,Married,2
51177,Male,3,Married,5
51178,Male,1,Married,1
51179,Female,1,Married,9
51180,Female,1,Married,3
51181,Female,1,Married,5
51182,Female,3,Married,3
51183,Female,1,Married,2
51184,Female,3,Married,3
51185,Male,3,Single,2
51186,Male,1,Married,3
51187,Female,1,Single,2
51188,Male,2,Married,1
51189,Male,2,Married,5
51190,Female,3,Married,5
51191,Female,1,Married,5
51192,Male,3,Married,2
51193,Female,1,Single,1
51194,Male,1,Married,2
51195,Male,3,Single,9
51196,Male,1,Married,4
51197,Female,1,Single,5
51198,Male,1,Married,4
51199,Male,2,Married,2
51200,Male,1,Married,9
51201,Male,1,Single,5
51202,Male,3,Single,8
51203,Female,3,Married,3
51204,Female,3,Married,2
51205,Male,2,Married,2
51206,Female,1,Married,8
51207,Male,1,Married,5
51208,Male,1,Single,2
51209,Female,3,Married,6
51210,Female,1,Married,1
51211,Male,1,Married,9
51212,Male,1,Married,9
51213,Female,3,Married,2
51214,Male,3,Single,2
51215,Male,1,Single,2
51216,Female,3,Married,2
51217,Male,1,Married,2
51218,Male,3,Married,3
51219,Male,1,Single,4
51220,Male,1,Married,6
51221,Female,1,Married,1
51222,Female,1,Married,1
51223,Male,2,Single,2
51224,Male,1,Married,3
51225,Female,1,Married,2
51226,Female,3,Single,1
51227,Female,1,Married,4
51228,Male,1,Married,3
51229,Male,1,Married,2
51230,Male,1,Single,2
51231,Male,3,Married,3
51232,Female,3,Married,6
51233,Male,1,Married,10
51234,Female,3,Married,3
51235,Female,3,Married,4
51236,Female,1,Married,9
51237,Male,1,Married,1
51238,Male,1,Single,5
51239,Male,3,Single,2
51240,Male,3,Married,2
51241,Male,3,Single,2
51242,Female,3,Married,7
51243,Male,1,Married,2
51244,Male,1,Married,2
51245,Female,3,Single,4
51246,Male,1,Married,9
51247,Female,3,Married,5
51248,Male,1,Married,2
51249,Female,1,Married,2
51250,Female,3,Married,5
51251,Female,1,Single,4
51252,Male,1,Married,3
51253,Male,1,Married,4
51254,Male,3,Married,4
51255,Female,2,Married,2
51256,Male,3,Married,1
51257,Male,1,Single,2
51258,Male,1,Married,2
51259,Male,1,Married,2
51260,Male,3,Single,2
51261,Male,3,Married,2
51262,Male,1,Single,1
51263,Male,1,Married,1
51264,Female,1,Married,6
51265,Male,1,Married,2
51266,Male,1,Married,6
51267,Male,3,Single,5
51268,Female,3,Married,2
51269,Male,3,Single,2
51270,Male,1,Single,9
51271,Male,3,Married,2
51272,Male,3,Single,7
51273,Female,1,Married,4
51274,Male,1,Married,2
51275,Male,1,Married,2
51276,Male,2,Married,1
51277,Male,2,Married,5
51278,Female,1,Married,2
51279,Male,3,Single,1
51280,Male,1,Single,2
51281,Female,1,Married,5
51282,Female,1,Single,7
51283,Male,1,Single,2
51284,Male,1,Single,2
51285,Female,1,Married,2
51286,Female,3,Married,4
51287,Female,2,Married,5
51288,Male,1,Married,2
51289,Male,1,Married,7
51290,Male,1,Single,3
51291,Male,1,Married,2
51292,Male,3,Married,1
51293,Male,3,Married,1
51294,Male,1,Married,3
51295,Male,1,Married,7
51296,Male,1,Married,4
51297,Female,1,Married,1
51298,Male,1,Married,8
51299,Male,1,Single,1
51300,Male,1,Single,2
51301,Female,1,Married,1
51302,Female,1,Single,2
51303,Male,1,Married,9
51304,Male,3,Married,1
51305,Male,1,Single,8
51306,Female,1,Married,4
51307,Female,3,Married,2
51308,Female,1,Married,2
51309,Female,3,Married,1
51310,Male,3,Married,3
51311,Male,1,Single,7
51312,Male,3,Single,2
51313,Male,1,Single,3
51314,Male,3,Married,2
51315,Female,3,Married,1
51316,Female,1,Married,8
51317,Male,1,Married,2
51318,Male,1,Married,10
51319,Male,1,Married,6
51320,Male,1,Married,9
51321,Female,1,Married,1
51322,Female,3,Married,2
51323,Male,3,Married,2
51324,Male,3,Married,3
51325,Male,1,Single,2
51326,Female,2,Single,2
51327,Female,3,Married,2
51328,Male,3,Married,8
51329,Female,3,Married,5
51330,Female,3,Single,9
51331,Male,1,Single,3
51332,Male,1,Married,2
51333,Female,1,Married,3
51334,Female,1,Married,2
51335,Male,1,Married,5
51336,Female,1,Single,2
51337,Male,3,Married,5
51338,Female,3,Married,1
51339,Male,1,Single,1
51340,Female,3,Single,1
51341,Male,1,Married,5
51342,Male,1,Married,5
51343,Male,1,Married,2
51344,Male,3,Married,3
51345,Male,1,Married,3
51346,Female,3,Single,9
51347,Male,1,Married,2
51348,Male,1,Single,7
51349,Female,1,Married,2
51350,Male,1,Married,10
51351,Male,1,Single,1
51352,Female,1,Married,5
51353,Male,1,Married,2
51354,Male,1,Single,1
51355,Male,1,Married,7
51356,Male,1,Married,1
51357,Female,1,Single,1
51358,Male,1,Married,2
51359,Male,1,Married,1
51360,Male,1,Single,6
51361,Female,1,Married,2
51362,Male,1,Married,1
51363,Male,1,Married,2
51364,Female,3,Married,3
51365,Male,1,Single,6
51366,Female,1,Married,1
51367,Male,3,Single,8
51368,Female,1,Single,1
51369,Male,1,Single,2
51370,Male,1,Single,3
51371,Female,1,Married,5
51372,Female,1,Single,2
51373,Male,3,Married,1
51374,Female,1,Married,4
51375,Female,3,Single,4
51376,Male,1,Single,5
51377,Male,1,Married,3
51378,Male,1,Single,2
51379,Male,3,Married,4
51380,Male,1,Married,3
51381,Female,1,Married,2
51382,Male,3,Married,2
51383,Female,3,Married,2
51384,Female,1,Married,10
51385,Female,3,Married,3
51386,Male,1,Married,2
51387,Female,1,Married,2
51388,Male,1,Single,2
51389,Male,3,Single,2
51390,Female,1,Single,2
51391,Female,1,Married,2
51392,Male,3,Single,1
51393,Male,1,Married,5
51394,Male,3,Single,5
51395,Male,1,Married,2
51396,Male,1,Single,10
51397,Male,1,Single,2
51398,Female,3,Married,6
51399,Male,1,Married,3
51400,Female,3,Married,8
51401,Female,1,Single,2
51402,Male,3,Married,2
51403,Female,1,Married,4
51404,Male,1,Married,4
51405,Male,1,Married,2
51406,Male,1,Married,2
51407,Female,1,Single,2
51408,Female,1,Married,6
51409,Female,3,Single,8
51410,Female,1,Married,2
51411,Female,1,Married,3
51412,Male,1,Single,2
51413,Male,1,Married,3
51414,Male,1,Married,5
51415,Male,1,Married,1
51416,Female,3,Single,8
51417,Male,1,Married,1
51418,Male,1,Single,2
51419,Male,1,Married,2
51420,Female,1,Married,4
51421,Female,1,Single,2
51422,Male,3,Single,1
51423,Male,1,Married,5
51424,Male,1,Single,5
51425,Male,2,Married,2
51426,Male,1,Married,2
51427,Male,1,Single,2
51428,Male,3,Married,4
51429,Female,1,Married,8
51430,Male,1,Married,2
51431,Male,1,Single,5
51432,Male,3,Married,4
51433,Male,1,Married,4
51434,Male,1,Married,2
51435,Male,3,Single,2
51436,Male,1,Married,2
51437,Male,3,Single,1
51438,Female,3,Married,2
51439,Male,1,Married,3
51440,Male,3,Single,2
51441,Female,1,Married,10
51442,Female,3,Married,1
51443,Male,3,Married,2
51444,Male,3,Single,1
51445,Male,1,Married,5
51446,Male,2,Married,5
51447,Male,1,Single,2
51448,Female,1,Single,2
51449,Female,1,Single,2
51450,Male,1,Married,6
51451,Female,2,Married,10
51452,Female,1,Married,4
51453,Male,3,Single,2
51454,Male,1,Married,2
51455,Female,1,Single,2
51456,Female,1,Single,4
51457,Male,1,Single,2
51458,Female,2,Single,3
51459,Male,1,Married,1
51460,Female,1,Married,7
51461,Male,3,Single,3
51462,Female,1,Single,3
51463,Female,3,Married,1
51464,Female,1,Married,6
51465,Male,3,Married,2
51466,Male,1,Married,2
51467,Male,3,Married,1
51468,Female,1,Married,10
51469,Male,1,Single,8
51470,Male,3,Married,5
51471,Female,1,Married,2
51472,Female,1,Married,2
51473,Male,3,Single,2
51474,Male,1,Married,1
51475,Female,1,Married,2
51476,Female,1,Single,5
51477,Female,3,Single,5
51478,Female,3,Married,4
51479,Male,3,Married,4
51480,Female,2,Married,2
51481,Male,1,Married,7
51482,Male,1,Single,3
51483,Female,3,Married,5
51484,Male,3,Married,3
51485,Male,2,Married,1
51486,Female,1,Single,8
51487,Male,1,Single,6
51488,Female,1,Single,4
51489,Female,1,Single,2
51490,Male,3,Married,1
51491,Female,1,Married,6
51492,Male,1,Single,1
51493,Male,1,Married,5
51494,Male,1,Married,3
51495,Female,1,Single,2
51496,Female,1,Married,2
51497,Male,3,Married,2
51498,Male,3,Married,3
51499,Male,1,Married,9
51500,Female,3,Single,2
51501,Male,1,Married,2
51502,Male,1,Married,3
51503,Female,1,Married,5
51504,Male,3,Married,8
51505,Female,3,Married,7
51506,Male,1,Married,2
51507,Male,1,Married,7
51508,Male,1,Married,2
51509,Male,1,Married,4
51510,Male,1,Married,2
51511,Female,1,Single,4
51512,Male,1,Married,5
51513,Female,3,Married,3
51514,Female,3,Single,5
51515,Male,1,Single,4
51516,Male,1,Married,1
51517,Female,3,Single,1
51518,Male,1,Single,5
51519,Male,1,Married,2
51520,Female,3,Married,5
51521,Female,1,Married,5
51522,Male,1,Single,1
51523,Male,1,Single,2
51524,Female,3,Married,2
51525,Female,1,Single,2
51526,Female,1,Married,9
51527,Female,1,Single,3
51528,Female,3,Single,2
51529,Male,1,Married,3
51530,Female,1,Married,2
51531,Female,1,Married,2
51532,Female,1,Married,2
51533,Male,1,Single,9
51534,Male,1,Married,2
51535,Female,1,Single,4
51536,Male,1,Married,1
51537,Female,1,Single,2
51538,Male,1,Married,4
51539,Male,1,Married,5
51540,Male,1,Married,10
51541,Male,1,Married,2
51542,Female,1,Single,6
51543,Female,1,Married,3
51544,Male,1,Married,10
51545,Male,1,Married,4
51546,Male,1,Married,6
51547,Male,1,Married,2
51548,Male,1,Married,2
51549,Male,1,Married,9
51550,Male,1,Married,8
51551,Female,3,Married,2
51552,Male,1,Married,2
51553,Female,1,Single,2
51554,Male,1,Married,10
51555,Male,1,Married,8
51556,Male,3,Married,2
51557,Male,1,Single,2
51558,Female,3,Single,2
51559,Male,1,Married,6
51560,Female,1,Single,6
51561,Female,3,Single,4
51562,Female,3,Single,6
51563,Male,1,Single,1
51564,Female,3,Single,7
51565,Female,3,Married,3
51566,Male,1,Single,9
51567,Female,1,Married,7
51568,Male,1,Married,2
51569,Male,3,Married,1
51570,Male,1,Married,1
51571,Male,1,Married,4
51572,Male,3,Married,5
51573,Female,3,Married,2
51574,Female,3,Single,2
51575,Male,1,Single,2
51576,Female,1,Single,8
51577,Male,1,Married,2
51578,Male,2,Married,9
51579,Female,3,Married,4
51580,Male,1,Married,6
51581,Female,3,Married,6
51582,Female,1,Married,8
51583,Male,3,Single,2
51584,Female,3,Married,3
51585,Male,1,Single,1
51586,Female,1,Married,8
51587,Male,3,Married,1
51588,Male,1,Married,3
51589,Male,1,Married,2
51590,Male,1,Married,1
51591,Male,1,Married,10
51592,Female,1,Married,2
51593,Male,1,Married,7
51594,Female,1,Married,3
51595,Male,1,Married,5
51596,Male,1,Married,7
51597,Female,1,Single,1
51598,Male,1,Single,2
51599,Female,1,Single,4
51600,Male,3,Married,3
51601,Female,1,Married,1
51602,Female,1,Married,1
51603,Male,1,Married,1
51604,Male,1,Married,2
51605,Male,1,Single,1
51606,Male,1,Married,2
51607,Male,3,Married,4
51608,Male,1,Single,5
51609,Female,3,Married,4
51610,Male,1,Single,3
51611,Male,3,Married,3
51612,Male,1,Married,1
51613,Male,1,Married,2
51614,Male,1,Married,1
51615,Male,1,Married,1
51616,Male,1,Single,1
51617,Male,1,Married,2
51618,Male,1,Married,2
51619,Male,3,Married,5
51620,Male,1,Single,2
51621,Female,1,Married,3
51622,Female,1,Married,8
51623,Female,3,Married,2
51624,Female,1,Married,2
51625,Male,1,Married,4
51626,Male,1,Married,4
51627,Male,3,Married,2
51628,Male,3,Single,2
51629,Male,1,Married,4
51630,Male,1,Married,2
51631,Female,1,Single,2
51632,Male,1,Married,4
51633,Male,1,Married,10
51634,Male,1,Married,3
51635,Female,1,Single,2
51636,Female,1,Single,10
51637,Male,1,Single,5
51638,Female,3,Married,2
51639,Male,3,Single,2
51640,Male,1,Married,2
51641,Female,3,Married,6
51642,Male,1,Single,2
51643,Male,3,Married,1
51644,Male,1,Married,5
51645,Male,1,Married,6
51646,Male,3,Single,2
51647,Female,3,Single,2
51648,Male,1,Single,1
51649,Male,3,Married,5
51650,Male,1,Married,1
51651,Female,1,Married,8
51652,Male,3,Married,2
51653,Female,1,Married,4
51654,Male,1,Married,3
51655,Male,1,Married,1
51656,Male,2,Married,4
51657,Male,1,Married,2
51658,Male,1,Married,1
51659,Female,1,Married,7
51660,Male,1,Married,2
51661,Female,1,Single,1
51662,Female,1,Single,8
51663,Male,1,Married,3
51664,Female,1,Single,2
51665,Female,3,Married,2
51666,Male,3,Single,2
51667,Male,3,Married,5
51668,Female,1,Single,8
51669,Male,1,Married,6
51670,Female,1,Married,2
51671,Female,1,Married,2
51672,Male,1,Married,2
51673,Female,3,Married,5
51674,Male,3,Single,4
51675,Male,1,Married,5
51676,Female,1,Married,2
51677,Male,3,Married,1
51678,Female,1,Single,4
51679,Female,1,Married,9
51680,Male,1,Married,10
51681,Male,3,Married,3
51682,Male,1,Married,2
51683,Male,1,Single,1
51684,Female,3,Married,2
51685,Female,3,Married,2
51686,Male,1,Married,8
51687,Male,1,Married,1
51688,Female,1,Single,2
51689,Female,3,Married,2
51690,Male,1,Single,1
51691,Male,1,Married,2
51692,Male,1,Single,7
51693,Male,3,Single,4
51694,Female,1,Single,3
51695,Male,3,Married,2
51696,Male,2,Married,1
51697,Female,1,Married,2
51698,Female,3,Married,4
51699,Male,1,Married,5
51700,Female,3,Married,8
51701,Male,3,Married,2
51702,Male,1,Single,4
51703,Female,3,Single,2
51704,Female,3,Single,5
51705,Male,3,Married,5
51706,Male,1,Married,3
51707,Female,1,Married,4
51708,Male,3,Single,2
51709,Female,3,Single,2
51710,Female,1,Married,7
51711,Female,1,Married,3
51712,Male,3,Single,2
51713,Male,1,Single,7
51714,Male,3,Married,3
51715,Male,1,Single,1
51716,Female,3,Single,2
51717,Male,1,Single,10
51718,Male,1,Single,10
51719,Male,1,Married,2
51720,Male,3,Single,2
51721,Male,1,Single,9
51722,Female,3,Married,5
51723,Female,1,Married,5
51724,Male,3,Single,9
51725,Female,1,Single,3
51726,Female,3,Married,2
51727,Male,3,Married,2
51728,Male,1,Single,1
51729,Female,1,Married,2
51730,Male,3,Married,2
51731,Male,1,Single,10
51732,Female,1,Married,2
51733,Female,3,Married,8
51734,Female,1,Married,4
51735,Male,1,Single,3
51736,Male,1,Married,2
51737,Female,1,Married,7
51738,Male,1,Married,5
51739,Female,3,Married,10
51740,Female,1,Married,2
51741,Male,1,Married,8
51742,Female,1,Married,5
51743,Female,3,Single,2
51744,Female,1,Married,4
51745,Male,1,Married,2
51746,Male,1,Married,2
51747,Female,3,Married,10
51748,Female,3,Single,1
51749,Male,3,Married,2
51750,Male,1,Married,2
51751,Male,1,Married,6
51752,Male,1,Married,3
51753,Male,1,Married,4
51754,Female,1,Married,3
51755,Female,1,Married,3
51756,Female,1,Single,3
51757,Female,1,Married,6
51758,Female,1,Married,3
51759,Female,1,Married,1
51760,Female,3,Single,2
51761,Female,3,Married,1
51762,Male,1,Married,2
51763,Female,3,Married,1
51764,Female,1,Married,2
51765,Male,1,Married,5
51766,Male,1,Married,2
51767,Female,1,Married,6
51768,Male,2,Single,2
51769,Female,3,Married,1
51770,Male,3,Married,4
51771,Male,1,Married,1
51772,Female,1,Single,1
51773,Female,3,Married,5
51774,Female,1,Married,6
51775,Male,1,Married,7
51776,Male,1,Single,1
51777,Female,1,Single,8
51778,Male,1,Married,4
51779,Female,3,Married,3
51780,Male,1,Married,2
51781,Male,1,Married,8
51782,Male,1,Married,8
51783,Male,3,Single,1
51784,Male,1,Married,5
51785,Male,1,Married,4
51786,Female,2,Married,10
51787,Male,1,Married,5
51788,Male,3,Single,2
51789,Male,1,Single,6
51790,Female,3,Married,3
51791,Female,3,Single,4
51792,Male,3,Single,8
51793,Male,3,Married,10
51794,Female,1,Single,8
51795,Female,1,Married,2
51796,Male,3,Single,5
51797,Male,1,Married,2
51798,Male,3,Married,1
51799,Female,2,Married,1
51800,Male,1,Married,5
51801,Female,1,Married,5
51802,Male,3,Married,10
51803,Male,3,Single,2
51804,Male,3,Married,4
51805,Female,1,Single,3
51806,Male,3,Married,6
51807,Female,3,Single,2
51808,Male,3,Single,2
51809,Male,1,Single,2
51810,Female,1,Single,5
51811,Female,1,Married,6
51812,Female,3,Married,8
51813,Male,3,Married,2
51814,Male,1,Married,4
51815,Male,3,Married,9
51816,Male,3,Married,1
51817,Female,1,Married,4
51818,Female,1,Married,7
51819,Male,1,Married,2
51820,Male,1,Married,2
51821,Male,3,Married,2
51822,Male,1,Married,2
51823,Male,2,Married,2
51824,Male,3,Married,2
51825,Female,1,Married,2
51826,Male,3,Married,2
51827,Male,1,Married,2
51828,Male,3,Married,3
51829,Male,1,Single,5
51830,Male,3,Married,5
51831,Female,1,Married,1
51832,Male,3,Married,5
51833,Female,1,Single,2
51834,Female,1,Married,2
51835,Male,1,Married,5
51836,Female,1,Single,4
51837,Male,1,Married,4
51838,Female,1,Married,8
51839,Female,2,Single,5
51840,Female,3,Married,2
51841,Male,3,Married,1
51842,Male,3,Single,2
51843,Male,1,Married,5
51844,Male,1,Married,1
51845,Male,3,Married,1
51846,Female,1,Married,2
51847,Female,1,Married,2
51848,Female,3,Single,8
51849,Male,1,Married,2
51850,Female,3,Married,3
51851,Female,1,Married,2
51852,Male,1,Married,2
51853,Female,3,Married,2
51854,Male,1,Single,2
51855,Male,1,Married,4
51856,Male,2,Married,3
51857,Male,1,Married,3
51858,Male,1,Single,1
51859,Male,1,Single,2
51860,Male,1,Single,2
51861,Male,1,Married,2
51862,Male,1,Married,3
51863,Male,3,Married,1
51864,Female,3,Single,1
51865,Male,1,Married,2
51866,Male,3,Married,4
51867,Female,3,Married,2
51868,Male,1,Single,4
51869,Male,1,Married,2
51870,Female,1,Single,2
51871,Female,3,Single,10
51872,Female,1,Single,2
51873,Male,3,Single,2
51874,Male,3,Married,4
51875,Female,1,Single,1
51876,Female,1,Married,2
51877,Female,1,Single,4
51878,Male,3,Single,3
51879,Male,3,Married,6
51880,Male,1,Married,4
51881,Male,2,Married,4
51882,Male,3,Single,9
51883,Male,1,Married,2
51884,Male,2,Married,2
51885,Male,3,Married,8
51886,Female,1,Single,8
51887,Female,1,Married,10
51888,Female,1,Single,5
51889,Male,1,Single,3
51890,Female,3,Married,10
51891,Male,3,Married,8
51892,Male,3,Single,2
51893,Male,1,Married,7
51894,Male,3,Married,4
51895,Female,1,Single,4
51896,Male,1,Married,2
51897,Female,2,Married,10
51898,Male,1,Married,8
51899,Female,1,Single,1
51900,Female,1,Single,9
51901,Male,3,Married,2
51902,Male,1,Single,3
51903,Female,1,Married,3
51904,Male,1,Married,2
51905,Male,1,Married,7
51906,Female,1,Married,4
51907,Male,3,Married,2
51908,Male,1,Single,2
51909,Female,3,Single,2
51910,Male,3,Single,1
51911,Male,1,Single,2
51912,Female,3,Single,5
51913,Male,3,Single,2
51914,Male,1,Married,6
51915,Male,3,Single,2
51916,Male,1,Married,1
51917,Female,1,Married,4
51918,Female,1,Married,5
51919,Male,3,Single,7
51920,Female,1,Single,3
51921,Female,1,Married,10
51922,Male,3,Married,1
51923,Female,1,Married,1
51924,Female,1,Single,7
51925,Female,1,Single,2
51926,Female,3,Married,2
51927,Male,1,Married,4
51928,Female,1,Married,2
51929,Female,3,Married,6
51930,Male,1,Married,2
51931,Male,1,Married,2
51932,Male,1,Married,2
51933,Female,1,Married,9
51934,Male,1,Married,6
51935,Female,1,Married,2
51936,Male,1,Married,1
51937,Female,3,Single,6
51938,Female,1,Married,2
51939,Female,1,Married,1
51940,Male,1,Married,2
51941,Male,1,Single,8
51942,Female,1,Single,4
51943,Female,1,Married,10
51944,Male,1,Single,7
51945,Male,2,Married,5
51946,Female,1,Married,2
51947,Male,1,Single,7
51948,Female,1,Single,6
51949,Female,1,Single,2
51950,Male,1,Married,2
51951,Male,1,Married,3
51952,Female,1,Single,2
51953,Female,3,Married,2
51954,Male,3,Single,5
51955,Male,1,Married,7
51956,Male,1,Married,2
51957,Male,1,Single,4
51958,Female,3,Married,2
51959,Male,2,Married,1
51960,Female,1,Married,2
51961,Male,1,Married,2
51962,Female,3,Married,3
51963,Male,1,Single,10
51964,Male,1,Single,8
51965,Male,3,Married,2
51966,Female,1,Single,2
51967,Male,3,Married,2
51968,Male,3,Married,3
51969,Male,1,Married,10
51970,Female,3,Married,8
51971,Male,3,Married,5
51972,Female,1,Married,6
51973,Female,1,Married,4
51974,Male,3,Married,5
51975,Male,2,Married,2
51976,Male,1,Married,7
51977,Male,1,Married,3
51978,Male,1,Single,6
51979,Male,2,Married,1
51980,Male,3,Married,2
51981,Female,1,Married,2
51982,Female,1,Married,2
51983,Male,1,Married,1
51984,Male,3,Married,2
51985,Female,1,Married,3
51986,Male,1,Married,1
51987,Male,3,Married,2
51988,Male,3,Married,1
51989,Female,1,Married,3
51990,Male,1,Married,4
51991,Female,3,Married,7
51992,Male,3,Married,6
51993,Male,1,Married,4
51994,Female,3,Married,6
51995,Female,1,Single,7
51996,Female,1,Married,5
51997,Female,3,Married,1
51998,Male,3,Single,2
51999,Male,1,Married,2
52000,Female,2,Married,9
52001,Male,2,Married,4
52002,Male,1,Single,2
52003,Female,1,Married,7
52004,Male,1,Married,2
52005,Male,3,Single,2
52006,Male,1,Married,10
52007,Female,1,Married,5
52008,Female,3,Single,2
52009,Female,1,Single,2
52010,Male,1,Married,1
52011,Female,3,Single,2
52012,Female,1,Married,1
52013,Female,1,Married,5
52014,Female,1,Married,6
52015,Male,1,Married,8
52016,Female,1,Single,2
52017,Male,1,Married,2
52018,Female,3,Single,8
52019,Male,1,Single,4
52020,Female,1,Married,3
52021,Male,3,Married,4
52022,Female,1,Married,2
52023,Female,1,Married,5
52024,Male,1,Married,5
52025,Female,3,Married,2
52026,Male,1,Single,3
52027,Female,1,Married,2
52028,Female,1,Married,7
52029,Male,3,Married,2
52030,Male,3,Married,3
52031,Male,3,Single,2
52032,Male,1,Single,3
52033,Male,1,Single,5
52034,Male,3,Single,2
52035,Male,1,Single,2
52036,Female,1,Married,1
52037,Male,1,Married,9
52038,Female,1,Married,2
52039,Male,3,Married,2
52040,Female,1,Single,1
52041,Male,3,Married,6
52042,Male,1,Married,2
52043,Female,3,Married,2
52044,Female,3,Married,2
52045,Male,1,Married,3
52046,Male,1,Single,5
52047,Male,3,Married,7
52048,Male,3,Married,6
52049,Female,3,Single,2
52050,Male,3,Married,7
52051,Male,3,Single,1
52052,Female,3,Single,5
52053,Male,1,Married,2
52054,Male,3,Married,5
52055,Male,1,Single,1
52056,Male,3,Single,2
52057,Female,1,Single,7
52058,Female,1,Single,4
52059,Female,1,Married,4
52060,Male,1,Married,10
52061,Female,1,Married,2
52062,Male,1,Married,3
52063,Female,1,Married,10
52064,Male,1,Married,2
52065,Female,3,Single,2
52066,Female,1,Married,5
52067,Male,1,Married,4
52068,Male,1,Married,1
52069,Male,1,Married,7
52070,Female,1,Married,2
52071,Male,1,Married,2
52072,Female,1,Married,2
52073,Male,1,Single,2
52074,Female,1,Married,9
52075,Female,1,Married,2
52076,Female,1,Married,1
52077,Female,1,Single,2
52078,Female,1,Single,1
52079,Male,1,Married,2
52080,Male,1,Married,2
