CustomerID,OrderCount,OrderAmountHikeFromlastYear,CouponUsed,DaySinceLastOrder,CashbackAmount
50601,1.0,24.0,1.0,2.0,137.43
50602,1.0,12.0,1.0,3.0,141.48
50603,1.0,15.0,1.0,0.0,110.50999999999999
50604,1.0,11.0,1.0,8.0,207.39
50605,10.0,11.0,2.0,1.0,203.88
50606,1.0,12.0,0.0,,214.16000000000003
50607,1.0,15.0,0.0,0.0,126.0
50608,1.0,17.0,0.0,2.0,124.22
50609,1.0,12.0,1.0,3.0,154.72
50610,1.0,15.0,1.0,1.0,124.50999999999999
50611,2.0,13.0,0.0,2.0,142.4
50612,4.0,14.0,1.0,,209.99
50613,2.0,14.0,1.0,1.0,150.03
50614,11.0,16.0,0.0,,227.42000000000002
50615,2.0,18.0,0.0,2.0,142.27
50616,1.0,20.0,1.0,2.0,139.17
50617,1.0,13.0,,0.0,283.03
50618,1.0,18.0,1.0,0.0,123.80000000000001
50619,,13.0,0.0,3.0,237.26
50620,1.0,15.0,1.0,0.0,147.77
50621,6.0,14.0,6.0,7.0,163.85
50622,5.0,,1.0,10.0,299.73
50623,1.0,12.0,1.0,0.0,168.61
50624,2.0,18.0,0.0,2.0,149.69
50625,6.0,,5.0,9.0,298.45
50626,,18.0,1.0,11.0,233.2
50627,1.0,12.0,1.0,13.0,163.47
50628,15.0,16.0,15.0,14.0,127.43
50629,2.0,13.0,1.0,8.0,208.8
50630,2.0,19.0,2.0,2.0,123.41999999999999
50631,1.0,13.0,,1.0,276.5
50632,7.0,12.0,5.0,7.0,140.25
50633,1.0,11.0,1.0,9.0,197.25
50634,1.0,14.0,0.0,,219.04000000000002
50635,1.0,16.0,0.0,4.0,121.77000000000001
50636,6.0,12.0,0.0,12.0,175.25
50637,1.0,14.0,0.0,0.0,148.34
50638,1.0,14.0,1.0,2.0,120.41999999999999
50639,1.0,19.0,0.0,0.0,122.19999999999999
50640,1.0,22.0,1.0,0.0,110.52000000000001
50641,2.0,16.0,2.0,2.0,128.21
50642,7.0,,7.0,7.0,292.37
50643,1.0,15.0,1.0,1.0,141.07
50644,7.0,14.0,5.0,5.0,183.96
50645,1.0,13.0,1.0,3.0,120.07
50646,2.0,,1.0,2.0,296.27
50647,7.0,11.0,6.0,0.0,206.86
50648,1.0,19.0,0.0,3.0,129.42
50649,7.0,11.0,5.0,8.0,188.58
50650,6.0,15.0,,2.0,267.56
50651,,13.0,1.0,0.0,234.0
50652,1.0,14.0,0.0,2.0,123.22999999999999
50653,1.0,13.0,1.0,0.0,114.16
50654,1.0,23.0,1.0,7.0,146.15
50655,2.0,12.0,1.0,7.0,124.61000000000001
50656,1.0,12.0,0.0,9.0,187.22
50657,1.0,16.0,0.0,3.0,139.55
50658,1.0,15.0,1.0,2.0,199.57
50659,1.0,13.0,1.0,8.0,133.76
50660,1.0,18.0,0.0,9.0,188.23
50661,11.0,20.0,4.0,1.0,203.22
50662,1.0,19.0,1.0,2.0,146.21
50663,1.0,18.0,1.0,,209.76
50664,1.0,13.0,1.0,7.0,136.6
50665,3.0,14.0,2.0,6.0,204.82
50666,1.0,15.0,0.0,2.0,171.19
50667,4.0,22.0,3.0,7.0,195.82
50668,3.0,22.0,3.0,8.0,145.08
50669,2.0,16.0,2.0,2.0,122.07
50670,1.0,17.0,1.0,4.0,177.56
50671,1.0,14.0,0.0,0.0,166.94
50672,5.0,15.0,5.0,6.0,136.91
50673,1.0,20.0,1.0,0.0,123.77000000000001
50674,2.0,20.0,0.0,2.0,123.13
50675,13.0,17.0,,7.0,276.65
50676,1.0,15.0,0.0,0.0,125.96000000000001
50677,1.0,14.0,0.0,0.0,147.28
50678,1.0,17.0,1.0,2.0,143.02
50679,1.0,17.0,1.0,0.0,129.79
50680,2.0,22.0,,1.0,268.85
50681,4.0,13.0,0.0,12.0,155.93
50682,4.0,19.0,3.0,0.0,204.45
50683,2.0,14.0,2.0,7.0,187.4
50684,1.0,22.0,0.0,7.0,125.13999999999999
50685,1.0,17.0,0.0,7.0,176.55
50686,4.0,12.0,,9.0,274.65
50687,1.0,16.0,1.0,0.0,173.51
50688,1.0,11.0,0.0,1.0,208.2
50689,11.0,11.0,7.0,,221.69
50690,4.0,,4.0,9.0,296.26
50691,2.0,11.0,0.0,2.0,120.69999999999999
50692,1.0,15.0,1.0,3.0,167.82
50693,1.0,20.0,1.0,9.0,177.79
50694,2.0,12.0,1.0,2.0,127.91
50695,1.0,17.0,0.0,4.0,132.01
50696,1.0,11.0,0.0,2.0,149.68
50697,2.0,17.0,1.0,,231.2
50698,1.0,11.0,1.0,2.0,140.33
50699,1.0,14.0,1.0,1.0,132.91
50700,1.0,19.0,1.0,0.0,142.72
50701,1.0,13.0,0.0,2.0,150.56
50702,5.0,13.0,1.0,0.0,128.44
50703,1.0,14.0,1.0,2.0,127.03
50704,1.0,12.0,0.0,0.0,119.03999999999999
50705,1.0,17.0,0.0,3.0,182.24
50706,1.0,11.0,1.0,0.0,147.66
50707,2.0,12.0,2.0,2.0,126.1
50708,1.0,13.0,0.0,3.0,157.31
50709,2.0,13.0,2.0,2.0,125.38999999999999
50710,1.0,20.0,1.0,3.0,157.14
50711,1.0,17.0,0.0,4.0,143.23
50712,3.0,13.0,0.0,10.0,173.36
50713,,17.0,0.0,13.0,234.99
50714,,12.0,7.0,14.0,237.57999999999998
50715,1.0,13.0,1.0,5.0,151.55
50716,1.0,12.0,1.0,7.0,122.58000000000001
50717,1.0,22.0,1.0,2.0,135.97
50718,1.0,11.0,1.0,0.0,125.15
50719,1.0,22.0,1.0,7.0,144.2
50720,1.0,18.0,1.0,4.0,165.78
50721,1.0,13.0,1.0,0.0,144.22
50722,6.0,18.0,6.0,4.0,202.74
50723,4.0,20.0,1.0,9.0,153.43
50724,2.0,13.0,2.0,2.0,123.75999999999999
50725,1.0,13.0,1.0,3.0,153.46
50726,1.0,12.0,0.0,0.0,128.27
50727,4.0,,0.0,2.0,299.43
50728,1.0,13.0,0.0,8.0,131.31
50729,1.0,25.0,0.0,0.0,125.52000000000001
50730,1.0,19.0,1.0,2.0,144.77
50731,3.0,13.0,3.0,11.0,164.74
50732,1.0,12.0,0.0,2.0,130.33
50733,1.0,11.0,1.0,2.0,129.36
50734,4.0,18.0,,7.0,286.06
50735,1.0,18.0,1.0,3.0,121.68
50736,1.0,11.0,0.0,0.0,128.53
50737,15.0,23.0,,9.0,270.48
50738,1.0,13.0,1.0,0.0,122.9
50739,1.0,13.0,0.0,4.0,136.0
50740,1.0,17.0,1.0,0.0,121.07
50741,1.0,19.0,1.0,3.0,141.15
50742,1.0,12.0,1.0,0.0,143.27
50743,2.0,22.0,,2.0,278.56
50744,3.0,12.0,1.0,3.0,131.96
50745,1.0,11.0,,3.0,290.81
50746,1.0,15.0,1.0,7.0,189.66
50747,1.0,13.0,0.0,0.0,122.1
50748,1.0,12.0,0.0,1.0,145.39
50749,1.0,14.0,0.0,7.0,127.41
50750,8.0,13.0,8.0,9.0,134.91
50751,1.0,25.0,1.0,17.0,145.41
50752,2.0,17.0,0.0,2.0,126.78
50753,1.0,11.0,1.0,4.0,173.79
50754,1.0,16.0,0.0,3.0,162.72
50755,1.0,18.0,0.0,9.0,152.2
50756,2.0,20.0,0.0,2.0,127.43
50757,1.0,14.0,1.0,7.0,149.98
50758,7.0,21.0,5.0,7.0,202.52
50759,4.0,13.0,1.0,10.0,127.81
50760,1.0,12.0,1.0,3.0,168.52
50761,1.0,14.0,0.0,1.0,149.5
50762,5.0,21.0,1.0,7.0,135.79
50763,,17.0,0.0,0.0,231.91000000000003
50764,4.0,11.0,2.0,12.0,203.77
50765,6.0,14.0,2.0,8.0,122.35
50766,1.0,17.0,1.0,4.0,205.02
50767,7.0,13.0,6.0,7.0,120.11000000000001
50768,1.0,25.0,1.0,0.0,118.59
50769,1.0,15.0,0.0,2.0,137.6
50770,1.0,14.0,,9.0,277.79
50771,1.0,12.0,0.0,1.0,168.33
50772,1.0,19.0,0.0,8.0,168.12
50773,1.0,17.0,0.0,5.0,151.71
50774,1.0,,1.0,7.0,297.4
50775,1.0,13.0,,0.0,287.11
50776,1.0,12.0,1.0,7.0,136.92
50777,1.0,11.0,0.0,0.0,125.59
50778,1.0,11.0,1.0,3.0,125.16999999999999
50779,1.0,11.0,0.0,0.0,166.23
50780,1.0,12.0,,0.0,282.65
50781,1.0,14.0,,7.0,261.24
50782,1.0,17.0,1.0,0.0,125.85
50783,3.0,11.0,,10.0,282.13
50784,1.0,14.0,1.0,8.0,183.8
50785,1.0,12.0,1.0,1.0,129.94
50786,1.0,22.0,0.0,1.0,112.22999999999999
50787,1.0,14.0,1.0,0.0,111.18
50788,2.0,20.0,0.0,2.0,128.75
50789,1.0,16.0,,11.0,288.24
50790,,15.0,3.0,0.0,235.76999999999998
50791,2.0,20.0,2.0,2.0,126.25
50792,1.0,14.0,,8.0,287.89
50793,1.0,12.0,1.0,2.0,145.38
50794,11.0,,2.0,10.0,298.47
50795,5.0,12.0,1.0,4.0,205.12
50796,5.0,13.0,3.0,10.0,144.44
50797,1.0,11.0,0.0,2.0,121.53999999999999
50798,14.0,14.0,,13.0,291.9
50799,1.0,11.0,0.0,8.0,144.9
50800,2.0,14.0,1.0,2.0,135.06
50801,1.0,16.0,0.0,0.0,123.72
50802,15.0,14.0,10.0,17.0,202.31
50803,5.0,11.0,4.0,12.0,154.1
50804,1.0,11.0,0.0,5.0,179.78
50805,2.0,12.0,2.0,2.0,138.67
50806,7.0,14.0,7.0,7.0,128.38
50807,1.0,18.0,1.0,7.0,146.95
50808,7.0,13.0,1.0,7.0,133.39
50809,1.0,11.0,0.0,2.0,120.80000000000001
50810,2.0,18.0,1.0,1.0,120.96000000000001
50811,1.0,15.0,0.0,8.0,162.09
50812,1.0,22.0,,0.0,280.61
50813,15.0,13.0,,2.0,271.23
50814,2.0,12.0,2.0,2.0,123.72
50815,1.0,18.0,1.0,1.0,148.83
50816,1.0,13.0,0.0,3.0,139.04
50817,6.0,12.0,5.0,7.0,146.27
50818,1.0,12.0,0.0,7.0,170.94
50819,5.0,12.0,3.0,7.0,134.23
50820,7.0,11.0,7.0,5.0,166.74
50821,1.0,11.0,,2.0,268.8
50822,1.0,12.0,0.0,0.0,190.94
50823,7.0,19.0,5.0,7.0,184.46
50824,1.0,23.0,0.0,,219.16000000000003
50825,1.0,11.0,0.0,7.0,145.34
50826,9.0,19.0,3.0,6.0,198.52
50827,11.0,13.0,3.0,9.0,161.51
50828,2.0,11.0,1.0,2.0,123.02000000000001
50829,1.0,12.0,1.0,2.0,123.62
50830,2.0,13.0,,10.0,278.61
50831,9.0,14.0,,11.0,291.87
50832,7.0,,1.0,7.0,297.17
50833,1.0,16.0,1.0,0.0,135.44
50834,1.0,11.0,1.0,6.0,185.0
50835,8.0,13.0,3.0,8.0,146.61
50836,1.0,17.0,0.0,7.0,141.03
50837,1.0,11.0,1.0,1.0,142.49
50838,,11.0,1.0,10.0,240.26
50839,1.0,15.0,0.0,7.0,168.93
50840,9.0,12.0,1.0,6.0,161.25
50841,1.0,11.0,1.0,2.0,136.69
50842,5.0,14.0,4.0,9.0,200.08
50843,1.0,22.0,1.0,3.0,123.87
50844,6.0,16.0,5.0,13.0,146.39
50845,1.0,11.0,1.0,8.0,178.98
50846,1.0,14.0,1.0,0.0,125.34
50847,1.0,16.0,0.0,,231.42000000000002
50848,1.0,15.0,1.0,0.0,116.11000000000001
50849,1.0,12.0,1.0,0.0,153.63
50850,1.0,20.0,1.0,0.0,150.71
50851,,17.0,2.0,8.0,236.95
50852,,12.0,11.0,9.0,234.01999999999998
50853,1.0,20.0,1.0,0.0,120.28999999999999
50854,11.0,20.0,5.0,8.0,163.77
50855,7.0,13.0,0.0,7.0,154.29
50856,1.0,14.0,0.0,0.0,127.85
50857,3.0,18.0,3.0,2.0,146.14
50858,1.0,11.0,0.0,3.0,126.1
50859,4.0,11.0,1.0,11.0,166.87
50860,1.0,11.0,1.0,4.0,147.24
50861,6.0,15.0,3.0,7.0,161.79
50862,1.0,12.0,0.0,4.0,161.2
50863,3.0,11.0,0.0,2.0,205.96
50864,3.0,14.0,0.0,3.0,154.67
50865,1.0,15.0,1.0,3.0,129.96
50866,1.0,13.0,1.0,2.0,199.98
50867,1.0,13.0,0.0,2.0,140.78
50868,1.0,21.0,0.0,5.0,209.2
50869,1.0,11.0,0.0,2.0,162.32
50870,,11.0,0.0,2.0,232.47000000000003
50871,1.0,14.0,1.0,8.0,140.81
50872,4.0,11.0,2.0,4.0,157.69
50873,7.0,13.0,3.0,7.0,123.94
50874,1.0,12.0,0.0,1.0,139.04
50875,1.0,14.0,,9.0,267.99
50876,1.0,13.0,1.0,4.0,129.5
50877,1.0,18.0,0.0,2.0,136.29
50878,2.0,11.0,0.0,2.0,193.62
50879,1.0,11.0,1.0,2.0,132.29
50880,1.0,12.0,1.0,7.0,135.78
50881,1.0,13.0,0.0,9.0,179.88
50882,1.0,20.0,0.0,3.0,142.84
50883,7.0,12.0,2.0,7.0,175.53
50884,12.0,19.0,,7.0,273.28
50885,1.0,,1.0,5.0,297.01
50886,,13.0,1.0,0.0,247.32
50887,1.0,16.0,0.0,1.0,192.78
50888,1.0,12.0,1.0,0.0,113.59
50889,1.0,14.0,1.0,2.0,147.79
50890,1.0,11.0,,0.0,264.22
50891,1.0,14.0,1.0,3.0,129.96
50892,1.0,12.0,0.0,0.0,112.61000000000001
50893,1.0,14.0,1.0,4.0,120.99000000000001
50894,1.0,16.0,1.0,8.0,158.1
50895,1.0,13.0,1.0,2.0,156.47
50896,1.0,12.0,1.0,2.0,134.2
50897,2.0,12.0,1.0,2.0,144.0
50898,1.0,14.0,1.0,3.0,135.0
50899,1.0,22.0,1.0,0.0,120.66
50900,5.0,19.0,,6.0,271.69
50901,1.0,12.0,1.0,3.0,141.62
50902,1.0,12.0,1.0,3.0,192.04
50903,1.0,17.0,1.0,2.0,132.94
50904,1.0,12.0,1.0,3.0,121.27000000000001
50905,1.0,11.0,1.0,7.0,139.75
50906,9.0,18.0,2.0,9.0,207.93
50907,4.0,11.0,0.0,3.0,200.96
50908,1.0,23.0,0.0,0.0,136.46
50909,4.0,11.0,3.0,7.0,174.46
50910,1.0,18.0,0.0,7.0,208.51
50911,1.0,18.0,0.0,2.0,121.09
50912,2.0,13.0,2.0,2.0,137.22
50913,1.0,18.0,1.0,2.0,193.8
50914,2.0,11.0,1.0,2.0,154.86
50915,2.0,15.0,1.0,2.0,127.41999999999999
50916,,11.0,1.0,8.0,237.57
50917,1.0,18.0,1.0,3.0,184.63
50918,1.0,14.0,0.0,3.0,131.62
50919,8.0,12.0,,8.0,265.98
50920,1.0,14.0,0.0,2.0,166.51
50921,1.0,14.0,0.0,2.0,123.44999999999999
50922,1.0,13.0,1.0,3.0,134.2
50923,1.0,14.0,0.0,3.0,143.73
50924,3.0,18.0,2.0,12.0,147.59
50925,2.0,15.0,0.0,2.0,153.01
50926,5.0,13.0,4.0,8.0,136.73
50927,1.0,12.0,1.0,0.0,147.68
50928,1.0,13.0,0.0,0.0,112.74000000000001
50929,2.0,24.0,1.0,8.0,149.0
50930,1.0,14.0,0.0,7.0,204.66
50931,6.0,14.0,,9.0,270.07
50932,1.0,15.0,1.0,2.0,129.09
50933,1.0,11.0,0.0,0.0,157.65
50934,10.0,23.0,2.0,10.0,145.99
50935,1.0,13.0,1.0,0.0,124.03999999999999
50936,1.0,11.0,0.0,0.0,131.72
50937,1.0,13.0,0.0,0.0,120.33000000000001
50938,2.0,18.0,0.0,2.0,202.09
50939,1.0,14.0,1.0,4.0,186.2
50940,1.0,21.0,0.0,3.0,120.63999999999999
50941,1.0,16.0,0.0,2.0,140.35
50942,1.0,11.0,0.0,2.0,138.38
50943,1.0,17.0,1.0,2.0,145.91
50944,1.0,11.0,0.0,0.0,125.61000000000001
50945,1.0,14.0,0.0,0.0,115.63
50946,1.0,14.0,1.0,3.0,148.98
50947,1.0,25.0,1.0,2.0,147.89
50948,1.0,13.0,0.0,2.0,131.8
50949,1.0,14.0,1.0,7.0,165.49
50950,1.0,17.0,0.0,0.0,163.88
50951,1.0,25.0,0.0,,212.44
50952,,20.0,1.0,12.0,260.32
50953,1.0,13.0,0.0,7.0,123.62
50954,14.0,13.0,,17.0,263.28
50955,2.0,18.0,0.0,2.0,183.76
50956,5.0,12.0,,1.0,266.06
50957,3.0,19.0,1.0,3.0,186.06
50958,1.0,14.0,1.0,2.0,122.72
50959,1.0,14.0,1.0,0.0,120.18
50960,8.0,14.0,7.0,6.0,170.83
50961,7.0,12.0,6.0,7.0,140.84
50962,,13.0,13.0,9.0,244.11
50963,5.0,25.0,0.0,7.0,123.08000000000001
50964,1.0,14.0,1.0,0.0,148.41
50965,3.0,17.0,0.0,7.0,142.85
50966,1.0,13.0,0.0,7.0,197.15
50967,1.0,13.0,0.0,2.0,143.2
50968,1.0,20.0,1.0,3.0,121.32
50969,13.0,14.0,12.0,9.0,201.24
50970,7.0,12.0,2.0,1.0,154.73
50971,5.0,12.0,1.0,7.0,152.07
50972,7.0,21.0,,7.0,264.37
50973,1.0,14.0,0.0,0.0,122.96000000000001
50974,2.0,18.0,2.0,2.0,140.69
50975,7.0,12.0,6.0,7.0,174.41
50976,4.0,23.0,2.0,2.0,124.30000000000001
50977,2.0,12.0,1.0,5.0,158.78
50978,1.0,21.0,0.0,2.0,126.44
50979,7.0,14.0,1.0,7.0,164.39
50980,1.0,18.0,1.0,0.0,124.50999999999999
50981,2.0,13.0,2.0,2.0,163.92
50982,6.0,11.0,3.0,7.0,197.14
50983,1.0,11.0,0.0,2.0,160.77
50984,1.0,19.0,0.0,2.0,124.5
50985,1.0,12.0,0.0,3.0,192.5
50986,1.0,12.0,1.0,0.0,120.74000000000001
50987,1.0,16.0,1.0,9.0,201.69
50988,1.0,11.0,0.0,4.0,148.55
50989,1.0,14.0,1.0,2.0,140.87
50990,7.0,12.0,7.0,6.0,123.66999999999999
50991,1.0,13.0,0.0,0.0,129.72
50992,2.0,,2.0,13.0,295.86
50993,2.0,17.0,1.0,1.0,154.84
50994,1.0,21.0,1.0,0.0,120.61000000000001
50995,7.0,11.0,5.0,7.0,199.24
50996,1.0,12.0,0.0,2.0,141.98
50997,1.0,13.0,1.0,0.0,168.15
50998,1.0,18.0,0.0,5.0,147.23
50999,1.0,16.0,1.0,4.0,161.42
51000,7.0,11.0,4.0,6.0,182.37
51001,1.0,19.0,0.0,3.0,188.53
51002,1.0,,0.0,0.0,293.31
51003,2.0,16.0,2.0,2.0,120.72999999999999
51004,1.0,13.0,1.0,2.0,155.62
51005,1.0,,1.0,1.0,296.13
51006,6.0,17.0,5.0,8.0,134.07
51007,7.0,14.0,2.0,7.0,150.63
51008,1.0,15.0,0.0,2.0,146.39
51009,1.0,12.0,1.0,2.0,148.76
51010,1.0,18.0,1.0,1.0,126.9
51011,1.0,15.0,,12.0,275.67
51012,1.0,17.0,0.0,0.0,124.08000000000001
51013,1.0,14.0,0.0,3.0,128.14
51014,12.0,15.0,3.0,,212.45
51015,1.0,17.0,1.0,2.0,133.12
51016,1.0,14.0,,10.0,290.49
51017,1.0,12.0,0.0,1.0,121.41
51018,1.0,14.0,1.0,4.0,157.69
51019,4.0,15.0,0.0,5.0,143.85
51020,1.0,13.0,0.0,3.0,153.32
51021,1.0,12.0,0.0,1.0,146.63
51022,7.0,13.0,5.0,2.0,147.24
51023,1.0,14.0,0.0,4.0,132.11
51024,7.0,13.0,4.0,7.0,153.77
51025,1.0,11.0,0.0,7.0,140.66
51026,1.0,11.0,0.0,10.0,152.08
51027,1.0,21.0,1.0,0.0,0.0
51028,2.0,18.0,1.0,2.0,131.17
51029,1.0,12.0,0.0,0.0,115.69
51030,1.0,,1.0,0.0,296.58
51031,1.0,15.0,0.0,7.0,130.69
51032,14.0,13.0,1.0,12.0,204.35
51033,2.0,12.0,2.0,9.0,141.48
51034,1.0,17.0,0.0,2.0,157.68
51035,3.0,13.0,3.0,8.0,150.42
51036,3.0,19.0,2.0,9.0,157.7
51037,1.0,19.0,1.0,2.0,177.56
51038,6.0,17.0,4.0,0.0,203.06
51039,7.0,11.0,1.0,7.0,139.36
51040,3.0,15.0,1.0,3.0,179.45
51041,1.0,11.0,1.0,2.0,157.43
51042,,25.0,2.0,2.0,252.01999999999998
51043,2.0,14.0,1.0,2.0,154.4
51044,1.0,13.0,1.0,3.0,137.6
51045,1.0,17.0,0.0,2.0,135.17
51046,1.0,13.0,0.0,2.0,125.80000000000001
51047,1.0,14.0,0.0,3.0,121.66
51048,1.0,11.0,1.0,4.0,158.69
51049,1.0,12.0,1.0,2.0,180.08
51050,1.0,17.0,0.0,7.0,152.06
51051,1.0,21.0,1.0,0.0,152.95
51052,1.0,16.0,,2.0,264.13
51053,,15.0,1.0,11.0,232.69
51054,2.0,19.0,0.0,2.0,127.83000000000001
51055,7.0,12.0,7.0,9.0,154.33
51056,1.0,11.0,0.0,3.0,120.13
51057,,19.0,1.0,12.0,239.66000000000003
51058,1.0,15.0,1.0,2.0,143.74
51059,1.0,20.0,1.0,4.0,168.42
51060,4.0,25.0,,7.0,274.26
51061,6.0,24.0,,11.0,276.03
51062,6.0,24.0,3.0,7.0,145.81
51063,2.0,15.0,2.0,9.0,147.35
51064,1.0,13.0,0.0,9.0,141.87
51065,1.0,14.0,1.0,4.0,155.05
51066,1.0,13.0,0.0,6.0,154.7
51067,1.0,11.0,0.0,2.0,154.76
51068,2.0,16.0,1.0,2.0,125.87
51069,3.0,22.0,1.0,3.0,124.4
51070,,14.0,0.0,2.0,259.72
51071,,14.0,1.0,0.0,253.79000000000002
51072,1.0,16.0,0.0,2.0,170.82
51073,1.0,11.0,0.0,2.0,127.28
51074,1.0,25.0,0.0,2.0,153.68
51075,1.0,14.0,1.0,2.0,153.47
51076,2.0,18.0,2.0,2.0,131.95
51077,1.0,11.0,1.0,2.0,139.89
51078,1.0,19.0,0.0,0.0,133.06
51079,1.0,15.0,0.0,2.0,170.05
51080,7.0,11.0,4.0,7.0,126.55000000000001
51081,1.0,12.0,1.0,0.0,113.93
51082,5.0,20.0,5.0,7.0,125.69999999999999
51083,1.0,12.0,1.0,2.0,135.37
51084,4.0,14.0,4.0,13.0,139.86
51085,1.0,20.0,0.0,0.0,208.82999999999998
51086,2.0,18.0,2.0,13.0,120.28
51087,1.0,14.0,0.0,3.0,195.25
51088,8.0,12.0,3.0,7.0,129.29
51089,1.0,21.0,1.0,2.0,122.75
51090,6.0,19.0,6.0,7.0,178.79
51091,1.0,14.0,1.0,4.0,149.3
51092,8.0,17.0,0.0,8.0,178.47
51093,1.0,16.0,0.0,4.0,144.01
51094,8.0,12.0,6.0,7.0,192.41
51095,1.0,17.0,1.0,2.0,129.74
51096,6.0,15.0,3.0,7.0,145.02
51097,14.0,23.0,3.0,4.0,207.48000000000002
51098,1.0,11.0,0.0,0.0,115.55000000000001
51099,14.0,11.0,1.0,,229.36
51100,1.0,15.0,0.0,2.0,123.05000000000001
51101,8.0,11.0,,6.0,267.04
51102,1.0,13.0,0.0,3.0,134.33
51103,1.0,14.0,0.0,3.0,134.77
51104,1.0,19.0,0.0,2.0,164.3
51105,1.0,16.0,0.0,0.0,165.16
51106,1.0,13.0,1.0,2.0,139.07
51107,1.0,14.0,1.0,9.0,155.62
51108,1.0,16.0,0.0,7.0,168.83
51109,1.0,12.0,0.0,8.0,128.62
51110,1.0,11.0,0.0,0.0,149.78
51111,1.0,12.0,0.0,3.0,203.68
51112,2.0,13.0,2.0,2.0,161.34
51113,1.0,15.0,0.0,0.0,167.35
51114,1.0,13.0,1.0,2.0,132.95
51115,1.0,20.0,1.0,4.0,152.38
51116,5.0,15.0,3.0,8.0,164.72
51117,1.0,13.0,1.0,2.0,196.1
51118,12.0,,1.0,8.0,298.33
51119,1.0,21.0,1.0,3.0,197.56
51120,1.0,16.0,0.0,7.0,149.68
51121,2.0,14.0,1.0,1.0,121.44999999999999
51122,1.0,11.0,1.0,2.0,121.80000000000001
51123,1.0,19.0,0.0,2.0,183.46
51124,1.0,11.0,1.0,4.0,134.45
51125,2.0,13.0,1.0,2.0,127.6
51126,1.0,12.0,0.0,2.0,162.94
51127,1.0,11.0,0.0,7.0,171.4
51128,1.0,14.0,0.0,2.0,129.32
51129,1.0,15.0,0.0,7.0,151.47
51130,1.0,12.0,0.0,4.0,145.07
51131,1.0,20.0,0.0,0.0,185.64
51132,1.0,14.0,0.0,5.0,124.68
51133,1.0,13.0,1.0,0.0,181.61
51134,1.0,13.0,0.0,0.0,121.09
51135,1.0,16.0,1.0,7.0,152.94
51136,1.0,14.0,1.0,7.0,127.18
51137,1.0,16.0,0.0,0.0,158.11
51138,1.0,16.0,1.0,0.0,124.37
51139,1.0,22.0,1.0,4.0,127.66
51140,1.0,12.0,,0.0,290.38
51141,1.0,15.0,0.0,7.0,130.55
51142,1.0,20.0,1.0,4.0,122.88999999999999
51143,1.0,14.0,1.0,7.0,140.01
51144,1.0,20.0,0.0,,229.64999999999998
51145,1.0,13.0,0.0,8.0,135.39
51146,2.0,12.0,1.0,2.0,160.29
51147,1.0,13.0,1.0,0.0,126.78999999999999
51148,1.0,11.0,0.0,4.0,137.02
51149,1.0,17.0,0.0,0.0,123.97999999999999
51150,5.0,14.0,2.0,7.0,154.68
51151,2.0,11.0,2.0,,231.16000000000003
51152,1.0,14.0,0.0,3.0,141.89
51153,2.0,,1.0,2.0,293.28
51154,5.0,13.0,1.0,7.0,183.21
51155,2.0,12.0,1.0,3.0,123.41999999999999
51156,4.0,13.0,4.0,7.0,140.71
51157,7.0,18.0,0.0,7.0,158.13
51158,7.0,19.0,6.0,6.0,131.43
51159,1.0,11.0,0.0,3.0,120.44
51160,,21.0,2.0,2.0,234.64
51161,2.0,15.0,2.0,2.0,179.91
51162,1.0,17.0,1.0,2.0,133.77
51163,1.0,18.0,1.0,0.0,155.38
51164,1.0,14.0,0.0,7.0,157.62
51165,3.0,13.0,3.0,8.0,125.91999999999999
51166,1.0,17.0,0.0,7.0,153.46
51167,1.0,15.0,0.0,8.0,142.13
51168,2.0,18.0,1.0,2.0,141.27
51169,1.0,13.0,0.0,2.0,124.38
51170,1.0,12.0,1.0,2.0,168.7
51171,13.0,13.0,0.0,5.0,204.47
51172,1.0,14.0,0.0,2.0,196.67
51173,1.0,11.0,0.0,4.0,121.47999999999999
51174,3.0,22.0,1.0,7.0,189.26
51175,1.0,17.0,0.0,3.0,165.13
51176,4.0,21.0,0.0,8.0,167.99
51177,14.0,22.0,10.0,14.0,0.0
51178,1.0,16.0,1.0,3.0,127.05000000000001
51179,14.0,12.0,2.0,10.0,203.33
51180,7.0,12.0,7.0,7.0,144.48
51181,1.0,15.0,1.0,7.0,168.54
51182,2.0,14.0,2.0,2.0,196.37
51183,1.0,25.0,1.0,2.0,135.91
51184,1.0,20.0,0.0,3.0,154.05
51185,1.0,13.0,0.0,2.0,146.84
51186,,14.0,1.0,2.0,257.87
51187,1.0,16.0,1.0,0.0,115.13999999999999
51188,1.0,17.0,1.0,0.0,129.56
51189,2.0,15.0,1.0,0.0,123.35
51190,5.0,22.0,3.0,7.0,151.54
51191,1.0,22.0,0.0,0.0,169.62
51192,7.0,20.0,5.0,7.0,156.75
51193,1.0,14.0,1.0,2.0,123.78999999999999
51194,3.0,13.0,1.0,10.0,138.12
51195,1.0,13.0,1.0,0.0,146.48
51196,3.0,22.0,1.0,3.0,129.36
51197,2.0,12.0,1.0,0.0,121.05000000000001
51198,4.0,14.0,1.0,7.0,185.78
51199,2.0,15.0,0.0,2.0,127.06
51200,1.0,17.0,1.0,6.0,163.84
51201,1.0,13.0,1.0,0.0,139.68
51202,2.0,12.0,2.0,2.0,199.07
51203,,12.0,1.0,8.0,232.25
51204,5.0,21.0,4.0,8.0,135.4
